order_item_id,order_id,product_id,quantity,unit_price
ITEM-000482,ORDER-00194,PROD-0306,1,117.37
ITEM-000483,ORDER-00195,PROD-0376,3,50.19
ITEM-000484,ORDER-00196,PROD-0114,1,30.39
ITEM-000485,ORDER-00196,PROD-0299,2,91.61
ITEM-000486,ORDER-00196,PROD-0051,3,38.16
ITEM-000487,ORDER-00197,PROD-0129,2,197.76
ITEM-000488,ORDER-00197,PROD-0190,2,55.66
ITEM-000489,ORDER-00198,PROD-0422,3,171.86
ITEM-000490,ORDER-00198,PROD-0155,2,143.7
ITEM-000491,ORDER-00199,PROD-0146,1,40.8
ITEM-000492,ORDER-00199,PROD-0376,1,141.31
ITEM-000493,ORDER-00199,PROD-0118,2,85.45
ITEM-000494,ORDER-00200,PROD-0322,1,38.42
ITEM-000495,ORDER-00200,PROD-0440,2,9.13
ITEM-000496,ORDER-00200,PROD-0066,1,125.73
ITEM-000497,ORDER-00201,PROD-0499,2,140.62
ITEM-000498,ORDER-00201,PROD-0246,2,46.07
ITEM-000499,ORDER-00202,PROD-0172,3,59.49
ITEM-000500,ORDER-00202,PROD-0300,1,62.86
ITEM-000501,ORDER-00202,PROD-0243,3,157.09
ITEM-000502,ORDER-00203,PROD-0396,1,13.73
ITEM-000503,ORDER-00203,PROD-0176,1,145.95
ITEM-000504,ORDER-00203,PROD-0473,2,93.35
ITEM-000505,ORDER-00203,PROD-0229,2,99.54
ITEM-000506,ORDER-00204,PROD-0186,1,78.52
ITEM-000507,ORDER-00204,PROD-0024,3,49.58
ITEM-000508,ORDER-00204,PROD-0350,3,52.45
ITEM-000509,ORDER-00205,PROD-0213,1,117.5
ITEM-000510,ORDER-00205,PROD-0307,2,109.86
ITEM-000511,ORDER-00206,PROD-0454,2,6.86
ITEM-000512,ORDER-00206,PROD-0069,2,116.19
ITEM-000513,ORDER-00206,PROD-0035,3,37.17
ITEM-000514,ORDER-00207,PROD-0006,2,84.04
ITEM-000515,ORDER-00207,PROD-0099,1,31.6
ITEM-000516,ORDER-00208,PROD-0382,2,78.71
ITEM-000517,ORDER-00208,PROD-0096,1,104.27
ITEM-000518,ORDER-00208,PROD-0382,2,111.33
ITEM-000519,ORDER-00209,PROD-0456,1,157.42
ITEM-000520,ORDER-00210,PROD-0393,3,67.98
ITEM-000521,ORDER-00210,PROD-0182,3,116.66
ITEM-000522,ORDER-00210,PROD-0391,1,54.91
ITEM-000523,ORDER-00210,PROD-0500,2,40.51
ITEM-000524,ORDER-00211,PROD-0485,3,52.36
ITEM-000525,ORDER-00211,PROD-0101,2,186.9
ITEM-000526,ORDER-00211,PROD-0369,3,196.29
ITEM-000527,ORDER-00212,PROD-0251,2,133.06
ITEM-000528,ORDER-00213,PROD-0191,2,178.55
ITEM-000529,ORDER-00213,PROD-0475,1,94.96
ITEM-000530,ORDER-00213,PROD-0180,1,114.3
ITEM-000531,ORDER-00213,PROD-0468,2,12.42
ITEM-000532,ORDER-00214,PROD-0057,3,106.96
ITEM-000533,ORDER-00214,PROD-0123,3,98.38
ITEM-000534,ORDER-00214,PROD-0494,1,63.63
ITEM-000535,ORDER-00214,PROD-0075,2,17.99
ITEM-000536,ORDER-00215,PROD-0133,1,94.74
ITEM-000537,ORDER-00215,PROD-0401,1,68.83
ITEM-000538,ORDER-00215,PROD-0430,1,145.86
ITEM-000539,ORDER-00216,PROD-0241,2,158.05
ITEM-000540,ORDER-00217,PROD-0101,1,89.76
ITEM-000541,ORDER-00217,PROD-0133,1,130.96
ITEM-000542,ORDER-00218,PROD-0147,3,170.62
ITEM-000543,ORDER-00218,PROD-0205,1,48.46
ITEM-000544,ORDER-00218,PROD-0313,2,15.28
ITEM-000545,ORDER-00218,PROD-0009,1,153.89
ITEM-000546,ORDER-00219,PROD-0345,2,135.37
ITEM-000547,ORDER-00220,PROD-0106,1,26.31
ITEM-000548,ORDER-00220,PROD-0327,1,61.5
ITEM-000549,ORDER-00220,PROD-0001,1,157.85
ITEM-000550,ORDER-00221,PROD-0339,3,69.59
ITEM-000551,ORDER-00222,PROD-0244,1,69.97
ITEM-000552,ORDER-00222,PROD-0081,3,29.18
ITEM-000553,ORDER-00222,PROD-0392,1,194.63
ITEM-000554,ORDER-00223,PROD-0033,3,47.23
ITEM-000555,ORDER-00224,PROD-0062,2,9.38
ITEM-000556,ORDER-00224,PROD-0182,1,10.72
ITEM-000557,ORDER-00224,PROD-0067,2,98.88
ITEM-000558,ORDER-00224,PROD-0432,1,187.46
ITEM-000559,ORDER-00225,PROD-0307,1,199.88
ITEM-000560,ORDER-00225,PROD-0059,2,14.45
ITEM-000561,ORDER-00225,PROD-0142,2,149.86
ITEM-000562,ORDER-00225,PROD-0079,2,55.51
ITEM-000563,ORDER-00226,PROD-0276,2,152.98
ITEM-000564,ORDER-00226,PROD-0255,3,76.01
ITEM-000565,ORDER-00226,PROD-0022,2,16.72
ITEM-000566,ORDER-00227,PROD-0449,1,45.17
ITEM-000567,ORDER-00228,PROD-0407,3,128.86
ITEM-000568,ORDER-00228,PROD-0025,1,41.14
ITEM-000569,ORDER-00229,PROD-0300,3,171.06
ITEM-000570,ORDER-00229,PROD-0082,3,9.9
ITEM-000571,ORDER-00229,PROD-0240,3,82.89
ITEM-000572,ORDER-00230,PROD-0282,2,36.18
ITEM-000573,ORDER-00231,PROD-0009,2,163.13
ITEM-000574,ORDER-00231,PROD-0420,3,159.4
ITEM-000575,ORDER-00231,PROD-0176,2,55.2
ITEM-000576,ORDER-00231,PROD-0474,1,57.62
ITEM-000577,ORDER-00232,PROD-0279,1,11.79
ITEM-000578,ORDER-00233,PROD-0426,3,119.75
ITEM-000579,ORDER-00234,PROD-0038,2,7.97
ITEM-000580,ORDER-00235,PROD-0032,1,8.36
ITEM-000581,ORDER-00236,PROD-0341,3,189.73
ITEM-000582,ORDER-00236,PROD-0193,3,98.79
ITEM-000583,ORDER-00236,PROD-0485,1,53.3
ITEM-000584,ORDER-00236,PROD-0282,3,155.68
ITEM-000585,ORDER-00237,PROD-0161,2,136.85
ITEM-000586,ORDER-00238,PROD-0500,1,38.77
ITEM-000587,ORDER-00238,PROD-0393,2,77.1
ITEM-000588,ORDER-00239,PROD-0448,3,143.82
ITEM-000589,ORDER-00240,PROD-0005,1,129.42
ITEM-000590,ORDER-00240,PROD-0399,3,167.46
ITEM-000591,ORDER-00241,PROD-0324,3,137.72
ITEM-000592,ORDER-00241,PROD-0227,1,31.32
ITEM-000593,ORDER-00242,PROD-0105,1,41.21
ITEM-000594,ORDER-00242,PROD-0315,2,106.17
ITEM-000595,ORDER-00242,PROD-0097,3,67.4
ITEM-000596,ORDER-00243,PROD-0066,2,134.13
ITEM-000597,ORDER-00243,PROD-0049,1,80.8
ITEM-000598,ORDER-00244,PROD-0058,1,82.26
ITEM-000599,ORDER-00244,PROD-0491,3,150.97
ITEM-000600,ORDER-00245,PROD-0036,3,50.11
ITEM-000601,ORDER-00246,PROD-0307,2,37.45
ITEM-000602,ORDER-00246,PROD-0460,3,140.49
ITEM-000603,ORDER-00246,PROD-0387,3,162.03
ITEM-000604,ORDER-00246,PROD-0435,2,5.81
ITEM-000605,ORDER-00247,PROD-0046,2,34.03
ITEM-000606,ORDER-00248,PROD-0224,1,182.71
ITEM-000607,ORDER-00249,PROD-0021,1,80.62
ITEM-000608,ORDER-00250,PROD-0286,1,73.17
ITEM-000609,ORDER-00250,PROD-0064,2,81.66
ITEM-000610,ORDER-00250,PROD-0151,3,10.09
ITEM-000611,ORDER-00250,PROD-0213,2,96.39
ITEM-000612,ORDER-00251,PROD-0370,1,191.33
ITEM-000613,ORDER-00251,PROD-0381,1,72.0
ITEM-000614,ORDER-00251,PROD-0150,1,184.03
ITEM-000615,ORDER-00251,PROD-0048,2,126.93
ITEM-000616,ORDER-00252,PROD-0390,2,81.75
ITEM-000617,ORDER-00253,PROD-0497,1,156.68
ITEM-000618,ORDER-00254,PROD-0204,1,146.22
ITEM-000619,ORDER-00254,PROD-0482,3,5.06
ITEM-000620,ORDER-00255,PROD-0467,2,109.81
ITEM-000621,ORDER-00255,PROD-0115,3,105.64
ITEM-000622,ORDER-00255,PROD-0429,1,44.46
ITEM-000623,ORDER-00256,PROD-0171,2,52.84
ITEM-000624,ORDER-00256,PROD-0406,3,38.51
ITEM-000625,ORDER-00256,PROD-0452,2,60.21
ITEM-000626,ORDER-00256,PROD-0004,1,73.9
ITEM-000627,ORDER-00257,PROD-0456,2,134.98
ITEM-000628,ORDER-00257,PROD-0032,2,164.14
ITEM-000629,ORDER-00257,PROD-0426,2,18.92
ITEM-000630,ORDER-00257,PROD-0304,3,57.65
ITEM-000631,ORDER-00258,PROD-0234,1,123.8
ITEM-000632,ORDER-00258,PROD-0076,3,146.33
ITEM-000633,ORDER-00258,PROD-0182,1,113.61
ITEM-000634,ORDER-00258,PROD-0177,2,39.22
ITEM-000635,ORDER-00259,PROD-0303,3,168.1
ITEM-000636,ORDER-00260,PROD-0272,1,59.22
ITEM-000637,ORDER-00260,PROD-0438,2,163.84
ITEM-000638,ORDER-00261,PROD-0430,1,76.83
ITEM-000639,ORDER-00261,PROD-0246,1,92.3
ITEM-000640,ORDER-00262,PROD-0249,3,197.45
ITEM-000641,ORDER-00262,PROD-0219,3,29.25
ITEM-000642,ORDER-00262,PROD-0140,2,149.63
ITEM-000643,ORDER-00263,PROD-0421,1,188.11
ITEM-000644,ORDER-00264,PROD-0349,1,144.78
ITEM-000645,ORDER-00264,PROD-0435,1,150.47
ITEM-000646,ORDER-00265,PROD-0075,3,75.1
ITEM-000647,ORDER-00266,PROD-0092,2,104.07
ITEM-000648,ORDER-00266,PROD-0042,2,41.78
ITEM-000649,ORDER-00266,PROD-0131,3,89.49
ITEM-000650,ORDER-00266,PROD-0375,2,97.99
ITEM-000651,ORDER-00267,PROD-0196,2,141.0
ITEM-000652,ORDER-00267,PROD-0156,3,133.03
ITEM-000653,ORDER-00267,PROD-0166,3,13.89
ITEM-000654,ORDER-00268,PROD-0424,3,36.67
ITEM-000655,ORDER-00268,PROD-0398,2,23.49
ITEM-000656,ORDER-00268,PROD-0269,3,142.32
ITEM-000657,ORDER-00268,PROD-0175,1,150.69
ITEM-000658,ORDER-00269,PROD-0329,3,194.51
ITEM-000659,ORDER-00269,PROD-0126,3,127.25
ITEM-000660,ORDER-00269,PROD-0007,2,72.14
ITEM-000661,ORDER-00269,PROD-0047,2,93.86
ITEM-000662,ORDER-00270,PROD-0104,3,148.29
ITEM-000663,ORDER-00270,PROD-0448,1,161.32
ITEM-000664,ORDER-00270,PROD-0277,1,42.93
ITEM-000665,ORDER-00271,PROD-0032,3,64.84
ITEM-000666,ORDER-00272,PROD-0145,1,40.42
ITEM-000667,ORDER-00273,PROD-0361,1,148.34
ITEM-000668,ORDER-00274,PROD-0368,1,12.22
ITEM-000669,ORDER-00274,PROD-0275,2,119.46
ITEM-000670,ORDER-00274,PROD-0021,3,101.94
ITEM-000671,ORDER-00274,PROD-0398,2,28.14
ITEM-000672,ORDER-00275,PROD-0034,2,9.9
ITEM-000673,ORDER-00276,PROD-0376,3,52.08
ITEM-000674,ORDER-00277,PROD-0273,1,111.31
ITEM-000675,ORDER-00277,PROD-0482,1,43.48
ITEM-000676,ORDER-00277,PROD-0055,2,153.78
ITEM-000677,ORDER-00278,PROD-0054,1,55.2
ITEM-000678,ORDER-00278,PROD-0436,2,101.14
ITEM-000679,ORDER-00278,PROD-0269,3,126.12
ITEM-000680,ORDER-00279,PROD-0060,3,6.64
ITEM-000681,ORDER-00279,PROD-0091,2,155.06
ITEM-000682,ORDER-00279,PROD-0490,1,44.48
ITEM-000683,ORDER-00280,PROD-0301,1,73.26
ITEM-000684,ORDER-00280,PROD-0312,1,44.03
ITEM-000685,ORDER-00280,PROD-0015,2,171.25
ITEM-000686,ORDER-00280,PROD-0135,3,35.17
ITEM-000687,ORDER-00281,PROD-0002,3,199.11
ITEM-000688,ORDER-00281,PROD-0379,3,61.09
ITEM-000689,ORDER-00281,PROD-0016,3,86.1
ITEM-000690,ORDER-00282,PROD-0474,2,62.89
ITEM-000691,ORDER-00282,PROD-0454,1,74.21
ITEM-000692,ORDER-00282,PROD-0375,2,199.01
ITEM-000693,ORDER-00283,PROD-0371,2,97.66
ITEM-000694,ORDER-00284,PROD-0336,1,53.23
ITEM-000695,ORDER-00285,PROD-0484,2,71.68
ITEM-000696,ORDER-00286,PROD-0030,3,76.6
ITEM-000697,ORDER-00286,PROD-0199,2,198.39
ITEM-000698,ORDER-00286,PROD-0046,3,173.55
ITEM-000699,ORDER-00287,PROD-0098,3,173.82
ITEM-000700,ORDER-00287,PROD-0054,2,121.82
ITEM-000701,ORDER-00287,PROD-0182,1,109.69
ITEM-000702,ORDER-00288,PROD-0242,3,132.7
ITEM-000703,ORDER-00288,PROD-0328,1,115.7
ITEM-000704,ORDER-00288,PROD-0028,1,95.25
ITEM-000705,ORDER-00288,PROD-0429,3,149.32
ITEM-000706,ORDER-00289,PROD-0006,1,163.44
ITEM-000707,ORDER-00289,PROD-0375,2,24.82
ITEM-000708,ORDER-00290,PROD-0412,2,40.45
ITEM-000709,ORDER-00290,PROD-0290,3,162.14
ITEM-000710,ORDER-00290,PROD-0235,3,21.38
ITEM-000711,ORDER-00291,PROD-0126,2,41.4
ITEM-000712,ORDER-00292,PROD-0274,3,91.08
ITEM-000713,ORDER-00292,PROD-0325,2,196.61
ITEM-000714,ORDER-00293,PROD-0214,3,126.09
ITEM-000715,ORDER-00293,PROD-0421,1,39.23
ITEM-000716,ORDER-00293,PROD-0109,3,22.67
ITEM-000717,ORDER-00293,PROD-0500,3,137.18
ITEM-000718,ORDER-00294,PROD-0271,1,99.33
ITEM-000719,ORDER-00294,PROD-0334,3,126.08
ITEM-000720,ORDER-00294,PROD-0496,1,185.48
ITEM-000721,ORDER-00294,PROD-0442,3,140.22
ITEM-000722,ORDER-00295,PROD-0348,1,146.48
ITEM-000723,ORDER-00296,PROD-0397,3,191.68
ITEM-000724,ORDER-00296,PROD-0263,3,99.9
ITEM-000725,ORDER-00296,PROD-0115,2,150.36
ITEM-000726,ORDER-00296,PROD-0118,2,198.25
ITEM-000727,ORDER-00297,PROD-0239,2,189.33
ITEM-000728,ORDER-00297,PROD-0433,3,18.51
ITEM-000729,ORDER-00297,PROD-0300,2,141.27
ITEM-000730,ORDER-00298,PROD-0257,2,28.14
ITEM-000731,ORDER-00298,PROD-0306,2,146.5
ITEM-000732,ORDER-00298,PROD-0267,1,194.74
ITEM-000733,ORDER-00299,PROD-0169,3,105.2
ITEM-000734,ORDER-00299,PROD-0258,3,154.43
ITEM-000735,ORDER-00299,PROD-0391,3,164.12
ITEM-000736,ORDER-00299,PROD-0191,3,125.63
ITEM-000737,ORDER-00300,PROD-0092,3,172.12
ITEM-000738,ORDER-00300,PROD-0459,3,153.21
ITEM-000739,ORDER-00301,PROD-0003,1,43.1
ITEM-000740,ORDER-00301,PROD-0153,1,66.33
ITEM-000741,ORDER-00302,PROD-0237,3,185.75
ITEM-000742,ORDER-00302,PROD-0368,2,47.53
ITEM-000743,ORDER-00303,PROD-0078,1,197.71
ITEM-000744,ORDER-00304,PROD-0353,2,192.0
ITEM-000745,ORDER-00304,PROD-0415,1,60.33
ITEM-000746,ORDER-00304,PROD-0326,1,53.81
ITEM-000747,ORDER-00305,PROD-0086,3,45.17
ITEM-000748,ORDER-00306,PROD-0285,1,188.25
ITEM-000749,ORDER-00306,PROD-0053,2,88.37
ITEM-000750,ORDER-00307,PROD-0295,3,33.2
ITEM-000751,ORDER-00307,PROD-0074,3,16.16
ITEM-000752,ORDER-00308,PROD-0334,3,158.37
ITEM-000753,ORDER-00309,PROD-0105,3,168.16
ITEM-000754,ORDER-00309,PROD-0325,2,14.26
ITEM-000755,ORDER-00309,PROD-0032,1,87.6
ITEM-000756,ORDER-00309,PROD-0387,1,164.9
ITEM-000757,ORDER-00310,PROD-0123,3,22.33
ITEM-000758,ORDER-00310,PROD-0309,1,46.6
ITEM-000759,ORDER-00310,PROD-0114,2,93.68
ITEM-000760,ORDER-00311,PROD-0164,2,24.24
ITEM-000761,ORDER-00311,PROD-0038,2,160.76
ITEM-000762,ORDER-00311,PROD-0224,1,69.01
ITEM-000763,ORDER-00311,PROD-0009,3,132.46
ITEM-000764,ORDER-00312,PROD-0280,2,68.54
ITEM-000765,ORDER-00312,PROD-0243,1,155.51
ITEM-000766,ORDER-00312,PROD-0089,3,116.16
ITEM-000767,ORDER-00312,PROD-0193,1,196.04
ITEM-000768,ORDER-00313,PROD-0031,3,124.93
ITEM-000769,ORDER-00313,PROD-0228,2,127.8
ITEM-000770,ORDER-00314,PROD-0238,1,165.98
ITEM-000771,ORDER-00314,PROD-0037,1,132.97
ITEM-000772,ORDER-00315,PROD-0374,2,188.63
ITEM-000773,ORDER-00315,PROD-0232,1,119.15
ITEM-000774,ORDER-00315,PROD-0488,1,116.57
ITEM-000775,ORDER-00316,PROD-0416,2,101.11
ITEM-000776,ORDER-00316,PROD-0248,3,72.48
ITEM-000777,ORDER-00316,PROD-0428,1,115.54
ITEM-000778,ORDER-00317,PROD-0454,1,77.7
ITEM-000779,ORDER-00317,PROD-0134,3,41.81
ITEM-000780,ORDER-00317,PROD-0167,3,20.58
ITEM-000781,ORDER-00318,PROD-0415,1,60.03
ITEM-000782,ORDER-00318,PROD-0020,2,131.35
ITEM-000783,ORDER-00318,PROD-0282,2,18.01
ITEM-000784,ORDER-00319,PROD-0461,1,53.47
ITEM-000785,ORDER-00319,PROD-0470,2,191.18
ITEM-000786,ORDER-00319,PROD-0094,1,84.08
ITEM-000787,ORDER-00319,PROD-0492,3,186.64
ITEM-000788,ORDER-00320,PROD-0482,2,74.32
ITEM-000789,ORDER-00320,PROD-0454,3,45.66
ITEM-000790,ORDER-00320,PROD-0101,3,128.72
ITEM-000791,ORDER-00321,PROD-0481,3,27.9
ITEM-000792,ORDER-00321,PROD-0459,1,96.63
ITEM-000793,ORDER-00321,PROD-0177,3,152.59
ITEM-000794,ORDER-00321,PROD-0213,2,143.2
ITEM-000795,ORDER-00322,PROD-0319,1,119.04
ITEM-000796,ORDER-00322,PROD-0170,1,95.98
ITEM-000797,ORDER-00322,PROD-0323,1,161.99
ITEM-000798,ORDER-00323,PROD-0436,2,122.68
ITEM-000799,ORDER-00323,PROD-0131,2,103.56
ITEM-000800,ORDER-00323,PROD-0218,1,136.61
ITEM-000801,ORDER-00323,PROD-0184,2,85.49
ITEM-000802,ORDER-00324,PROD-0422,3,152.54
ITEM-000803,ORDER-00324,PROD-0207,1,175.38
ITEM-000804,ORDER-00324,PROD-0143,1,136.51
ITEM-000805,ORDER-00324,PROD-0099,2,86.66
ITEM-000806,ORDER-00325,PROD-0139,3,102.72
ITEM-000807,ORDER-00326,PROD-0095,2,88.65
ITEM-000808,ORDER-00326,PROD-0490,3,139.25
ITEM-000809,ORDER-00326,PROD-0168,1,92.63
ITEM-000810,ORDER-00327,PROD-0368,3,175.51
ITEM-000811,ORDER-00327,PROD-0068,2,52.29
ITEM-000812,ORDER-00327,PROD-0036,1,49.38
ITEM-000813,ORDER-00327,PROD-0030,3,27.5
ITEM-000814,ORDER-00328,PROD-0052,1,61.74
ITEM-000815,ORDER-00329,PROD-0043,1,5.89
ITEM-000816,ORDER-00330,PROD-0260,2,82.57
ITEM-000817,ORDER-00330,PROD-0341,1,90.07
ITEM-000818,ORDER-00330,PROD-0280,1,37.64
ITEM-000819,ORDER-00331,PROD-0151,3,172.49
ITEM-000820,ORDER-00331,PROD-0083,3,67.01
ITEM-000821,ORDER-00331,PROD-0141,2,68.35
ITEM-000822,ORDER-00331,PROD-0308,2,121.08
ITEM-000823,ORDER-00332,PROD-0138,3,151.8
ITEM-000824,ORDER-00332,PROD-0392,3,123.9
ITEM-000825,ORDER-00333,PROD-0201,1,156.37
ITEM-000826,ORDER-00333,PROD-0219,3,68.78
ITEM-000827,ORDER-00333,PROD-0188,3,195.3
ITEM-000828,ORDER-00333,PROD-0014,1,69.78
ITEM-000829,ORDER-00334,PROD-0009,2,72.78
ITEM-000830,ORDER-00334,PROD-0203,1,199.01
ITEM-000831,ORDER-00334,PROD-0381,1,138.58
ITEM-000832,ORDER-00335,PROD-0120,3,24.28
ITEM-000833,ORDER-00335,PROD-0068,2,176.22
ITEM-000834,ORDER-00336,PROD-0432,1,175.88
ITEM-000835,ORDER-00337,PROD-0035,1,191.25
ITEM-000836,ORDER-00337,PROD-0455,2,182.59
ITEM-000837,ORDER-00337,PROD-0219,3,197.95
ITEM-000838,ORDER-00337,PROD-0255,3,119.48
ITEM-000839,ORDER-00338,PROD-0266,2,12.56
ITEM-000840,ORDER-00338,PROD-0294,1,177.71
ITEM-000841,ORDER-00338,PROD-0028,3,25.55
ITEM-000842,ORDER-00339,PROD-0330,2,191.16
ITEM-000843,ORDER-00339,PROD-0086,1,12.51
ITEM-000844,ORDER-00340,PROD-0412,1,147.89
ITEM-000845,ORDER-00341,PROD-0472,2,33.92
ITEM-000846,ORDER-00342,PROD-0042,3,140.52
ITEM-000847,ORDER-00342,PROD-0321,2,135.54
ITEM-000848,ORDER-00342,PROD-0041,3,193.51
ITEM-000849,ORDER-00343,PROD-0138,3,103.75
ITEM-000850,ORDER-00343,PROD-0001,1,194.59
ITEM-000851,ORDER-00343,PROD-0426,1,108.98
ITEM-000852,ORDER-00344,PROD-0202,1,142.55
ITEM-000853,ORDER-00345,PROD-0186,2,182.0
ITEM-000854,ORDER-00345,PROD-0352,2,76.38
ITEM-000855,ORDER-00345,PROD-0332,1,36.11
ITEM-000856,ORDER-00346,PROD-0217,2,21.06
ITEM-000857,ORDER-00346,PROD-0203,1,169.3
ITEM-000858,ORDER-00346,PROD-0112,1,43.56
ITEM-000859,ORDER-00346,PROD-0324,2,36.08
ITEM-000860,ORDER-00347,PROD-0481,3,156.73
ITEM-000861,ORDER-00348,PROD-0270,3,47.05
ITEM-000862,ORDER-00349,PROD-0113,3,195.77
ITEM-000863,ORDER-00350,PROD-0479,2,61.45
ITEM-000864,ORDER-00350,PROD-0061,2,89.67
ITEM-000865,ORDER-00350,PROD-0236,1,30.45
ITEM-000866,ORDER-00351,PROD-0232,1,98.12
ITEM-000867,ORDER-00351,PROD-0288,3,85.79
ITEM-000868,ORDER-00352,PROD-0368,2,136.72
ITEM-000869,ORDER-00352,PROD-0178,3,58.0
ITEM-000870,ORDER-00352,PROD-0346,1,190.14
ITEM-000871,ORDER-00352,PROD-0426,3,76.83
ITEM-000872,ORDER-00353,PROD-0164,1,154.56
ITEM-000873,ORDER-00353,PROD-0226,3,185.33
ITEM-000874,ORDER-00353,PROD-0254,3,8.27
ITEM-000875,ORDER-00354,PROD-0147,3,78.25
ITEM-000876,ORDER-00354,PROD-0380,2,158.66
ITEM-000877,ORDER-00355,PROD-0383,2,186.2
ITEM-000878,ORDER-00355,PROD-0001,3,65.12
ITEM-000879,ORDER-00355,PROD-0241,2,120.42
ITEM-000880,ORDER-00355,PROD-0442,2,178.81
ITEM-000881,ORDER-00356,PROD-0159,1,166.28
ITEM-000882,ORDER-00356,PROD-0027,2,14.01
ITEM-000883,ORDER-00357,PROD-0143,3,76.35
ITEM-000884,ORDER-00357,PROD-0383,2,118.67
ITEM-000885,ORDER-00357,PROD-0282,2,31.09
ITEM-000886,ORDER-00357,PROD-0039,1,31.33
ITEM-000887,ORDER-00358,PROD-0345,1,78.09
ITEM-000888,ORDER-00358,PROD-0374,3,83.71
ITEM-000889,ORDER-00358,PROD-0160,1,27.89
ITEM-000890,ORDER-00359,PROD-0352,2,50.95
ITEM-000891,ORDER-00359,PROD-0472,1,22.78
ITEM-000892,ORDER-00359,PROD-0268,2,7.29
ITEM-000893,ORDER-00359,PROD-0157,3,66.95
ITEM-000894,ORDER-00360,PROD-0341,3,44.19
ITEM-000895,ORDER-00361,PROD-0476,1,81.42
ITEM-000896,ORDER-00361,PROD-0186,3,28.61
ITEM-000897,ORDER-00361,PROD-0003,2,114.52
ITEM-000898,ORDER-00362,PROD-0047,3,176.43
ITEM-000899,ORDER-00362,PROD-0471,1,60.02
ITEM-000900,ORDER-00362,PROD-0208,2,121.58
ITEM-000901,ORDER-00362,PROD-0068,1,18.46
ITEM-000902,ORDER-00363,PROD-0114,1,124.09
ITEM-000903,ORDER-00363,PROD-0212,1,43.94
ITEM-000904,ORDER-00363,PROD-0027,2,87.5
ITEM-000905,ORDER-00364,PROD-0406,3,72.39
ITEM-000906,ORDER-00365,PROD-0484,3,59.85
ITEM-000907,ORDER-00366,PROD-0124,1,83.68
ITEM-000908,ORDER-00366,PROD-0293,2,104.27
ITEM-000909,ORDER-00367,PROD-0117,1,41.46
ITEM-000910,ORDER-00367,PROD-0285,2,137.83
ITEM-000911,ORDER-00367,PROD-0416,1,88.66
ITEM-000912,ORDER-00368,PROD-0034,3,44.87
ITEM-000913,ORDER-00368,PROD-0418,1,13.37
ITEM-000914,ORDER-00369,PROD-0049,1,187.59
ITEM-000915,ORDER-00370,PROD-0454,1,198.18
ITEM-000916,ORDER-00370,PROD-0195,3,148.05
ITEM-000917,ORDER-00370,PROD-0021,1,74.63
ITEM-000918,ORDER-00370,PROD-0155,1,95.77
ITEM-000919,ORDER-00371,PROD-0216,2,131.11
ITEM-000920,ORDER-00372,PROD-0252,1,154.97
ITEM-000921,ORDER-00373,PROD-0409,1,45.23
ITEM-000922,ORDER-00373,PROD-0348,1,28.92
ITEM-000923,ORDER-00373,PROD-0204,3,7.05
ITEM-000924,ORDER-00373,PROD-0455,1,115.06
ITEM-000925,ORDER-00374,PROD-0180,2,144.43
ITEM-000926,ORDER-00375,PROD-0167,2,128.46
ITEM-000927,ORDER-00375,PROD-0123,3,54.28
ITEM-000928,ORDER-00376,PROD-0275,3,11.01
ITEM-000929,ORDER-00377,PROD-0166,2,169.85
ITEM-000930,ORDER-00377,PROD-0445,3,48.79
ITEM-000931,ORDER-00377,PROD-0401,3,79.05
ITEM-000932,ORDER-00377,PROD-0366,1,145.12
ITEM-000933,ORDER-00378,PROD-0297,1,124.82
ITEM-000934,ORDER-00378,PROD-0275,2,21.28
ITEM-000935,ORDER-00378,PROD-0375,1,6.25
ITEM-000936,ORDER-00379,PROD-0465,3,149.54
ITEM-000937,ORDER-00379,PROD-0255,3,15.52
ITEM-000938,ORDER-00380,PROD-0371,2,120.09
ITEM-000939,ORDER-00380,PROD-0019,1,154.14
ITEM-000940,ORDER-00381,PROD-0451,1,178.01
ITEM-000941,ORDER-00382,PROD-0424,1,174.45
ITEM-000942,ORDER-00382,PROD-0370,3,84.16
ITEM-000943,ORDER-00383,PROD-0064,2,91.46
ITEM-000944,ORDER-00383,PROD-0468,2,66.13
ITEM-000945,ORDER-00383,PROD-0042,2,184.67
ITEM-000946,ORDER-00383,PROD-0172,1,102.01
ITEM-000947,ORDER-00384,PROD-0335,1,84.38
ITEM-000948,ORDER-00384,PROD-0487,3,185.77
ITEM-000949,ORDER-00384,PROD-0106,3,171.76
ITEM-000950,ORDER-00384,PROD-0298,2,132.21
ITEM-000951,ORDER-00385,PROD-0132,1,94.05
ITEM-000952,ORDER-00385,PROD-0482,2,84.95
ITEM-000953,ORDER-00385,PROD-0374,2,123.54
ITEM-000954,ORDER-00385,PROD-0453,1,125.51
ITEM-000955,ORDER-00386,PROD-0261,1,127.73
ITEM-000956,ORDER-00387,PROD-0247,2,165.16
ITEM-000957,ORDER-00387,PROD-0279,3,93.08
ITEM-000958,ORDER-00388,PROD-0460,2,27.23
ITEM-000959,ORDER-00389,PROD-0166,1,88.91
ITEM-000960,ORDER-00389,PROD-0267,2,68.96
ITEM-000961,ORDER-00390,PROD-0107,3,109.18
ITEM-000962,ORDER-00391,PROD-0327,1,91.55
