event_id,order_id,carrier,tracking_number,ship_date,delivery_status,event_timestamp
EVT-000288,ORDER-00191,fedex,643658746430,2026-08-18,in_transit,2026-08-18 06:00:00
EVT-000289,ORDER-00191,usps,053059655424,2026-08-18,out_for_delivery,2026-08-18 14:00:00
EVT-000290,ORDER-00192,usps,942746572353,2026-06-09,label_created,2026-06-09 05:00:00
EVT-000291,ORDER-00192,ups,491469290611,2026-06-09,in_transit,2026-06-09 10:00:00
EVT-000292,ORDER-00195,dhl,070303797502,2026-08-10,label_created,2026-08-10 05:00:00
EVT-000293,ORDER-00195,fedex,026153115001,2026-08-10,in_transit,2026-08-10 10:00:00
EVT-000294,ORDER-00195,usps,601398362977,2026-08-10,out_for_delivery,2026-08-10 12:00:00
EVT-000295,ORDER-00198,fedex,880641435327,2026-07-26,label_created,2026-07-26 04:00:00
EVT-000296,ORDER-00198,usps,065449134161,2026-07-26,in_transit,2026-07-26 06:00:00
EVT-000297,ORDER-00198,dhl,438690952208,2026-07-26,out_for_delivery,2026-07-26 12:00:00
EVT-000298,ORDER-00199,dhl,926792605575,2026-09-19,label_created,2026-09-19 01:00:00
EVT-000299,ORDER-00199,dhl,695107964859,2026-09-19,in_transit,2026-09-19 07:00:00
EVT-000300,ORDER-00199,usps,268550960579,2026-09-19,out_for_delivery,2026-09-19 14:00:00
EVT-000301,ORDER-00200,usps,603538989162,2026-09-10,label_created,2026-09-10 03:00:00
EVT-000302,ORDER-00200,fedex,197439469925,2026-09-10,in_transit,2026-09-10 10:00:00
EVT-000303,ORDER-00200,usps,439070779637,2026-09-10,out_for_delivery,2026-09-10 15:00:00
EVT-000304,ORDER-00202,dhl,066320915901,2026-09-15,label_created,2026-09-15 00:00:00
EVT-000305,ORDER-00202,fedex,676452680849,2026-09-15,in_transit,2026-09-15 07:00:00
EVT-000306,ORDER-00202,dhl,497944007671,2026-09-15,out_for_delivery,2026-09-15 12:00:00
EVT-000307,ORDER-00204,dhl,850433333792,2026-07-13,label_created,2026-07-13 01:00:00
EVT-000308,ORDER-00204,usps,772533576510,2026-07-13,in_transit,2026-07-13 11:00:00
EVT-000309,ORDER-00204,usps,263489490653,2026-07-13,out_for_delivery,2026-07-13 15:00:00
EVT-000310,ORDER-00206,dhl,541007768991,2026-07-27,label_created,2026-07-27 00:00:00
EVT-000311,ORDER-00207,usps,491890141702,2026-07-27,label_created,2026-07-27 02:00:00
EVT-000312,ORDER-00208,usps,490607228718,2026-07-10,label_created,2026-07-10 03:00:00
EVT-000313,ORDER-00208,fedex,943461357300,2026-07-10,in_transit,2026-07-10 10:00:00
EVT-000314,ORDER-00209,dhl,048401530846,2026-09-07,label_created,2026-09-07 05:00:00
EVT-000315,ORDER-00210,ups,007032386805,2026-05-28,label_created,2026-05-28 00:00:00
EVT-000316,ORDER-00211,usps,659672694103,2026-05-29,label_created,2026-05-29 05:00:00
EVT-000317,ORDER-00211,usps,026320821587,2026-05-29,in_transit,2026-05-29 08:00:00
EVT-000318,ORDER-00213,fedex,712301101075,2026-06-18,label_created,2026-06-18 03:00:00
EVT-000319,ORDER-00213,fedex,798035200792,2026-06-18,in_transit,2026-06-18 10:00:00
EVT-000320,ORDER-00214,fedex,419309341123,2026-08-24,label_created,2026-08-24 00:00:00
EVT-000321,ORDER-00214,usps,015030828743,2026-08-24,in_transit,2026-08-24 07:00:00
EVT-000322,ORDER-00214,ups,684240030548,2026-08-24,out_for_delivery,2026-08-24 14:00:00
EVT-000323,ORDER-00217,dhl,343112310464,2026-09-05,label_created,2026-09-05 04:00:00
EVT-000324,ORDER-00217,usps,685501531730,2026-09-05,in_transit,2026-09-05 07:00:00
EVT-000325,ORDER-00218,dhl,526834371909,2026-08-23,label_created,2026-08-23 03:00:00
EVT-000326,ORDER-00218,usps,724401170670,2026-08-23,in_transit,2026-08-23 11:00:00
EVT-000327,ORDER-00219,fedex,526010093785,2026-08-14,label_created,2026-08-14 00:00:00
EVT-000328,ORDER-00219,fedex,502112804574,2026-08-14,in_transit,2026-08-14 07:00:00
EVT-000329,ORDER-00219,usps,105289238821,2026-08-14,out_for_delivery,2026-08-14 15:00:00
EVT-000330,ORDER-00224,fedex,093214347155,2026-07-07,label_created,2026-07-07 05:00:00
EVT-000331,ORDER-00229,dhl,758201344845,2026-09-13,label_created,2026-09-13 02:00:00
EVT-000332,ORDER-00230,dhl,823507465344,2026-06-15,label_created,2026-06-15 03:00:00
EVT-000333,ORDER-00231,usps,039901879205,2026-07-06,label_created,2026-07-06 03:00:00
EVT-000334,ORDER-00231,ups,888386856721,2026-07-06,in_transit,2026-07-06 11:00:00
EVT-000335,ORDER-00231,dhl,386118079499,2026-07-06,out_for_delivery,2026-07-06 12:00:00
EVT-000336,ORDER-00234,fedex,900700230881,2026-09-03,label_created,2026-09-03 02:00:00
EVT-000337,ORDER-00234,fedex,682104844576,2026-09-03,in_transit,2026-09-03 09:00:00
EVT-000338,ORDER-00236,dhl,596572158353,2026-07-02,label_created,2026-07-02 05:00:00
EVT-000339,ORDER-00237,ups,299140489731,2026-09-23,label_created,2026-09-23 02:00:00
EVT-000340,ORDER-00238,dhl,345100278900,2026-06-05,label_created,2026-06-05 04:00:00
EVT-000341,ORDER-00238,usps,448719494356,2026-06-05,in_transit,2026-06-05 11:00:00
EVT-000342,ORDER-00239,dhl,397543321035,2026-06-21,label_created,2026-06-21 03:00:00
EVT-000343,ORDER-00240,fedex,343739295601,2026-09-02,label_created,2026-09-02 02:00:00
EVT-000344,ORDER-00240,ups,399501111023,2026-09-02,in_transit,2026-09-02 09:00:00
EVT-000345,ORDER-00241,dhl,561583597694,2026-07-04,label_created,2026-07-04 03:00:00
EVT-000346,ORDER-00242,fedex,202628949808,2026-09-15,label_created,2026-09-15 01:00:00
EVT-000347,ORDER-00244,fedex,674535799434,2026-06-21,label_created,2026-06-21 05:00:00
EVT-000348,ORDER-00244,ups,278792134012,2026-06-21,in_transit,2026-06-21 11:00:00
EVT-000349,ORDER-00245,fedex,051257960788,2026-06-02,label_created,2026-06-02 00:00:00
EVT-000350,ORDER-00245,usps,320698268897,2026-06-02,in_transit,2026-06-02 07:00:00
EVT-000351,ORDER-00246,usps,685214247933,2026-07-13,label_created,2026-07-13 01:00:00
EVT-000352,ORDER-00246,fedex,767031968802,2026-07-13,in_transit,2026-07-13 07:00:00
EVT-000353,ORDER-00246,dhl,129338579069,2026-07-13,out_for_delivery,2026-07-13 15:00:00
EVT-000354,ORDER-00248,ups,000959021293,2026-08-04,label_created,2026-08-04 02:00:00
EVT-000355,ORDER-00248,usps,167388801916,2026-08-04,in_transit,2026-08-04 11:00:00
EVT-000356,ORDER-00248,usps,337993865843,2026-08-04,out_for_delivery,2026-08-04 14:00:00
EVT-000357,ORDER-00249,dhl,159557694679,2026-07-04,label_created,2026-07-04 02:00:00
EVT-000358,ORDER-00249,ups,288393871894,2026-07-04,in_transit,2026-07-04 11:00:00
EVT-000359,ORDER-00249,ups,333378165242,2026-07-04,out_for_delivery,2026-07-04 15:00:00
EVT-000360,ORDER-00251,fedex,499502956710,2026-09-03,label_created,2026-09-03 00:00:00
EVT-000361,ORDER-00251,fedex,113406229596,2026-09-03,in_transit,2026-09-03 11:00:00
EVT-000362,ORDER-00251,fedex,785996540427,2026-09-03,out_for_delivery,2026-09-03 17:00:00
EVT-000363,ORDER-00252,ups,899695918800,2026-06-12,label_created,2026-06-12 05:00:00
EVT-000364,ORDER-00253,fedex,034078638968,2026-07-11,label_created,2026-07-11 03:00:00
EVT-000365,ORDER-00254,fedex,508587733833,2026-07-28,label_created,2026-07-28 05:00:00
EVT-000366,ORDER-00257,dhl,262543863010,2026-07-13,label_created,2026-07-13 02:00:00
EVT-000367,ORDER-00257,ups,481125366602,2026-07-13,in_transit,2026-07-13 10:00:00
EVT-000368,ORDER-00258,dhl,598862375862,2026-07-07,label_created,2026-07-07 04:00:00
EVT-000369,ORDER-00258,dhl,012604592539,2026-07-07,in_transit,2026-07-07 09:00:00
EVT-000370,ORDER-00258,fedex,684973494322,2026-07-07,out_for_delivery,2026-07-07 14:00:00
EVT-000371,ORDER-00260,dhl,731465458715,2026-09-01,label_created,2026-09-01 05:00:00
EVT-000372,ORDER-00261,dhl,443004635122,2026-07-28,label_created,2026-07-28 00:00:00
EVT-000373,ORDER-00261,ups,343973656527,2026-07-28,in_transit,2026-07-28 10:00:00
EVT-000374,ORDER-00262,dhl,451156617630,2026-07-13,label_created,2026-07-13 00:00:00
EVT-000375,ORDER-00263,fedex,260666273376,2026-07-08,label_created,2026-07-08 04:00:00
EVT-000376,ORDER-00264,dhl,757480501221,2026-08-28,label_created,2026-08-28 03:00:00
EVT-000377,ORDER-00265,dhl,044445059785,2026-09-01,label_created,2026-09-01 04:00:00
EVT-000378,ORDER-00265,usps,708817463710,2026-09-01,in_transit,2026-09-01 08:00:00
EVT-000379,ORDER-00265,usps,484443510002,2026-09-01,out_for_delivery,2026-09-01 14:00:00
EVT-000380,ORDER-00268,fedex,410055310576,2026-09-10,label_created,2026-09-10 04:00:00
EVT-000381,ORDER-00268,usps,954308659995,2026-09-10,in_transit,2026-09-10 06:00:00
EVT-000382,ORDER-00268,usps,507473785914,2026-09-10,out_for_delivery,2026-09-10 15:00:00
EVT-000383,ORDER-00269,fedex,494908574831,2026-06-01,label_created,2026-06-01 04:00:00
EVT-000384,ORDER-00269,dhl,568670244300,2026-06-01,in_transit,2026-06-01 09:00:00
EVT-000385,ORDER-00269,usps,081037400876,2026-06-01,out_for_delivery,2026-06-01 14:00:00
EVT-000386,ORDER-00270,ups,515983200418,2026-08-23,label_created,2026-08-23 02:00:00
EVT-000387,ORDER-00270,ups,116558611752,2026-08-23,in_transit,2026-08-23 09:00:00
EVT-000388,ORDER-00271,usps,109221013241,2026-05-30,label_created,2026-05-30 05:00:00
EVT-000389,ORDER-00272,ups,975821736206,2026-08-01,label_created,2026-08-01 03:00:00
EVT-000390,ORDER-00272,dhl,858395164968,2026-08-01,in_transit,2026-08-01 11:00:00
EVT-000391,ORDER-00273,dhl,942575014044,2026-09-06,label_created,2026-09-06 01:00:00
EVT-000392,ORDER-00273,fedex,855359000834,2026-09-06,in_transit,2026-09-06 09:00:00
EVT-000393,ORDER-00274,fedex,297656726755,2026-09-08,label_created,2026-09-08 01:00:00
EVT-000394,ORDER-00274,usps,863733123694,2026-09-08,in_transit,2026-09-08 08:00:00
EVT-000395,ORDER-00275,usps,078857648571,2026-06-26,label_created,2026-06-26 02:00:00
EVT-000396,ORDER-00276,dhl,096621769886,2026-06-16,label_created,2026-06-16 03:00:00
EVT-000397,ORDER-00276,ups,992018981842,2026-06-16,in_transit,2026-06-16 08:00:00
EVT-000398,ORDER-00278,usps,662405847259,2026-06-15,label_created,2026-06-15 05:00:00
EVT-000399,ORDER-00278,fedex,666947900389,2026-06-15,in_transit,2026-06-15 08:00:00
EVT-000400,ORDER-00279,usps,099207231868,2026-08-16,label_created,2026-08-16 05:00:00
EVT-000401,ORDER-00279,ups,984738315202,2026-08-16,in_transit,2026-08-16 06:00:00
EVT-000402,ORDER-00282,dhl,454028342713,2026-06-18,label_created,2026-06-18 01:00:00
EVT-000403,ORDER-00282,usps,003545116778,2026-06-18,in_transit,2026-06-18 06:00:00
EVT-000404,ORDER-00283,fedex,868534970621,2026-05-29,label_created,2026-05-29 00:00:00
EVT-000405,ORDER-00284,dhl,216414625038,2026-08-21,label_created,2026-08-21 03:00:00
EVT-000406,ORDER-00285,fedex,915111273368,2026-08-02,label_created,2026-08-02 00:00:00
EVT-000407,ORDER-00285,usps,037598512280,2026-08-02,in_transit,2026-08-02 08:00:00
EVT-000408,ORDER-00286,usps,363425959191,2026-08-14,label_created,2026-08-14 00:00:00
EVT-000409,ORDER-00286,usps,262975501671,2026-08-14,in_transit,2026-08-14 09:00:00
EVT-000410,ORDER-00286,ups,926466495368,2026-08-14,out_for_delivery,2026-08-14 16:00:00
EVT-000411,ORDER-00287,usps,546541900805,2026-09-15,label_created,2026-09-15 03:00:00
EVT-000412,ORDER-00287,usps,343290324365,2026-09-15,in_transit,2026-09-15 08:00:00
EVT-000413,ORDER-00287,fedex,969493699282,2026-09-15,out_for_delivery,2026-09-15 12:00:00
EVT-000414,ORDER-00291,fedex,621082044970,2026-06-26,label_created,2026-06-26 00:00:00
EVT-000415,ORDER-00292,usps,509421254097,2026-07-14,label_created,2026-07-14 03:00:00
EVT-000416,ORDER-00293,dhl,052764872489,2026-08-09,label_created,2026-08-09 00:00:00
EVT-000417,ORDER-00295,usps,986223544692,2026-06-21,label_created,2026-06-21 00:00:00
EVT-000418,ORDER-00296,fedex,423040383570,2026-08-27,label_created,2026-08-27 04:00:00
EVT-000419,ORDER-00296,usps,410873008360,2026-08-27,in_transit,2026-08-27 09:00:00
EVT-000420,ORDER-00297,ups,257772991852,2026-08-16,label_created,2026-08-16 03:00:00
EVT-000421,ORDER-00298,usps,241423296781,2026-06-06,label_created,2026-06-06 02:00:00
EVT-000422,ORDER-00298,fedex,452215541118,2026-06-06,in_transit,2026-06-06 10:00:00
EVT-000423,ORDER-00298,fedex,570087602855,2026-06-06,out_for_delivery,2026-06-06 14:00:00
EVT-000424,ORDER-00299,fedex,598470650014,2026-07-31,label_created,2026-07-31 00:00:00
EVT-000425,ORDER-00300,usps,855776189087,2026-06-25,label_created,2026-06-25 01:00:00
EVT-000426,ORDER-00301,usps,600507395710,2026-07-24,label_created,2026-07-24 02:00:00
EVT-000427,ORDER-00303,ups,438810971610,2026-07-21,label_created,2026-07-21 03:00:00
EVT-000428,ORDER-00303,ups,522461139721,2026-07-21,in_transit,2026-07-21 09:00:00
EVT-000429,ORDER-00305,fedex,336982102070,2026-07-23,label_created,2026-07-23 01:00:00
EVT-000430,ORDER-00305,usps,692681360460,2026-07-23,in_transit,2026-07-23 09:00:00
EVT-000431,ORDER-00307,dhl,733796647922,2026-07-31,label_created,2026-07-31 04:00:00
EVT-000432,ORDER-00307,dhl,922220736392,2026-07-31,in_transit,2026-07-31 08:00:00
EVT-000433,ORDER-00309,dhl,807884771479,2026-06-11,label_created,2026-06-11 05:00:00
EVT-000434,ORDER-00309,dhl,733176092314,2026-06-11,in_transit,2026-06-11 10:00:00
EVT-000435,ORDER-00310,usps,525364639964,2026-09-09,label_created,2026-09-09 05:00:00
EVT-000436,ORDER-00310,usps,942696814196,2026-09-09,in_transit,2026-09-09 08:00:00
EVT-000437,ORDER-00310,ups,306471434166,2026-09-09,out_for_delivery,2026-09-09 13:00:00
EVT-000438,ORDER-00311,ups,064719435581,2026-07-02,label_created,2026-07-02 02:00:00
EVT-000439,ORDER-00312,dhl,351014034431,2026-06-29,label_created,2026-06-29 05:00:00
EVT-000440,ORDER-00312,usps,631450700967,2026-06-29,in_transit,2026-06-29 07:00:00
EVT-000441,ORDER-00312,dhl,794676081127,2026-06-29,out_for_delivery,2026-06-29 17:00:00
EVT-000442,ORDER-00313,fedex,586234635828,2026-09-02,label_created,2026-09-02 03:00:00
EVT-000443,ORDER-00314,fedex,729788913577,2026-09-18,label_created,2026-09-18 05:00:00
EVT-000444,ORDER-00314,usps,381986486261,2026-09-18,in_transit,2026-09-18 11:00:00
EVT-000445,ORDER-00315,fedex,674514884752,2026-06-22,label_created,2026-06-22 00:00:00
EVT-000446,ORDER-00315,ups,985998824565,2026-06-22,in_transit,2026-06-22 06:00:00
EVT-000447,ORDER-00316,ups,637423433096,2026-09-01,label_created,2026-09-01 01:00:00
EVT-000448,ORDER-00316,fedex,367209652414,2026-09-01,in_transit,2026-09-01 10:00:00
EVT-000449,ORDER-00317,usps,932113491596,2026-06-13,label_created,2026-06-13 05:00:00
EVT-000450,ORDER-00317,ups,709084929532,2026-06-13,in_transit,2026-06-13 06:00:00
EVT-000451,ORDER-00317,usps,654402626317,2026-06-13,out_for_delivery,2026-06-13 17:00:00
EVT-000452,ORDER-00318,dhl,320974172877,2026-08-18,label_created,2026-08-18 01:00:00
EVT-000453,ORDER-00318,ups,009103914726,2026-08-18,in_transit,2026-08-18 11:00:00
EVT-000454,ORDER-00319,usps,554489163604,2026-05-31,label_created,2026-05-31 03:00:00
EVT-000455,ORDER-00319,usps,113662368934,2026-05-31,in_transit,2026-05-31 06:00:00
EVT-000456,ORDER-00319,usps,722770986417,2026-05-31,out_for_delivery,2026-05-31 12:00:00
EVT-000457,ORDER-00320,usps,943626840777,2026-07-25,label_created,2026-07-25 02:00:00
EVT-000458,ORDER-00320,usps,091825989696,2026-07-25,in_transit,2026-07-25 11:00:00
EVT-000459,ORDER-00323,ups,393163690013,2026-06-14,label_created,2026-06-14 00:00:00
EVT-000460,ORDER-00325,dhl,625618404885,2026-07-14,label_created,2026-07-14 02:00:00
EVT-000461,ORDER-00325,ups,672534218681,2026-07-14,in_transit,2026-07-14 07:00:00
EVT-000462,ORDER-00325,ups,373818149762,2026-07-14,out_for_delivery,2026-07-14 17:00:00
EVT-000463,ORDER-00327,ups,521194995097,2026-06-23,label_created,2026-06-23 04:00:00
EVT-000464,ORDER-00327,dhl,304050003068,2026-06-23,in_transit,2026-06-23 09:00:00
EVT-000465,ORDER-00328,ups,668734498415,2026-09-24,label_created,2026-09-24 02:00:00
EVT-000466,ORDER-00330,ups,467326405496,2026-08-29,label_created,2026-08-29 02:00:00
EVT-000467,ORDER-00331,dhl,550023459664,2026-08-04,label_created,2026-08-04 02:00:00
EVT-000468,ORDER-00331,ups,300114546898,2026-08-04,in_transit,2026-08-04 11:00:00
EVT-000469,ORDER-00331,ups,916623260227,2026-08-04,out_for_delivery,2026-08-04 13:00:00
EVT-000470,ORDER-00332,ups,520594086601,2026-06-21,label_created,2026-06-21 00:00:00
EVT-000471,ORDER-00332,fedex,292046374366,2026-06-21,in_transit,2026-06-21 06:00:00
EVT-000472,ORDER-00332,dhl,497779719169,2026-06-21,out_for_delivery,2026-06-21 16:00:00
EVT-000473,ORDER-00335,usps,115690436665,2026-08-17,label_created,2026-08-17 04:00:00
EVT-000474,ORDER-00336,usps,872323700730,2026-06-06,label_created,2026-06-06 03:00:00
EVT-000475,ORDER-00336,ups,357750460870,2026-06-06,in_transit,2026-06-06 06:00:00
EVT-000476,ORDER-00336,fedex,522034180355,2026-06-06,out_for_delivery,2026-06-06 16:00:00
EVT-000477,ORDER-00338,usps,452776483053,2026-06-26,label_created,2026-06-26 00:00:00
EVT-000478,ORDER-00339,dhl,697907416490,2026-08-10,label_created,2026-08-10 00:00:00
EVT-000479,ORDER-00340,ups,317415218116,2026-06-16,label_created,2026-06-16 00:00:00
EVT-000480,ORDER-00341,ups,468763919259,2026-07-07,label_created,2026-07-07 01:00:00
EVT-000481,ORDER-00342,fedex,453929990222,2026-06-10,label_created,2026-06-10 03:00:00
EVT-000482,ORDER-00343,fedex,260098877574,2026-08-26,label_created,2026-08-26 03:00:00
EVT-000483,ORDER-00343,fedex,877551200569,2026-08-26,in_transit,2026-08-26 09:00:00
EVT-000484,ORDER-00343,fedex,648960893344,2026-08-26,out_for_delivery,2026-08-26 17:00:00
EVT-000485,ORDER-00345,fedex,954883518060,2026-08-09,label_created,2026-08-09 02:00:00
EVT-000486,ORDER-00346,usps,921937432354,2026-07-07,label_created,2026-07-07 03:00:00
EVT-000487,ORDER-00346,usps,536905250973,2026-07-07,in_transit,2026-07-07 07:00:00
EVT-000488,ORDER-00348,dhl,802301245578,2026-07-06,label_created,2026-07-06 00:00:00
EVT-000489,ORDER-00348,usps,705041164987,2026-07-06,in_transit,2026-07-06 09:00:00
EVT-000490,ORDER-00349,usps,909364997452,2026-08-03,label_created,2026-08-03 04:00:00
EVT-000491,ORDER-00349,dhl,441131385695,2026-08-03,in_transit,2026-08-03 09:00:00
EVT-000492,ORDER-00349,fedex,272321133632,2026-08-03,out_for_delivery,2026-08-03 14:00:00
EVT-000493,ORDER-00350,usps,357640148000,2026-06-09,label_created,2026-06-09 03:00:00
EVT-000494,ORDER-00352,dhl,666366349868,2026-09-24,label_created,2026-09-24 00:00:00
EVT-000495,ORDER-00354,ups,956268228389,2026-08-12,label_created,2026-08-12 01:00:00
EVT-000496,ORDER-00354,usps,897348097276,2026-08-12,in_transit,2026-08-12 10:00:00
EVT-000497,ORDER-00354,dhl,950840954203,2026-08-12,out_for_delivery,2026-08-12 12:00:00
EVT-000498,ORDER-00355,usps,786073850729,2026-08-16,label_created,2026-08-16 05:00:00
EVT-000499,ORDER-00356,dhl,456026743528,2026-08-05,label_created,2026-08-05 03:00:00
EVT-000500,ORDER-00356,dhl,929071931069,2026-08-05,in_transit,2026-08-05 09:00:00
EVT-000501,ORDER-00356,usps,755706356198,2026-08-05,out_for_delivery,2026-08-05 12:00:00
EVT-000502,ORDER-00358,dhl,322824772765,2026-07-25,label_created,2026-07-25 05:00:00
EVT-000503,ORDER-00358,ups,029059645760,2026-07-25,in_transit,2026-07-25 06:00:00
EVT-000504,ORDER-00358,usps,390295770219,2026-07-25,out_for_delivery,2026-07-25 13:00:00
EVT-000505,ORDER-00359,fedex,208156497761,2026-07-18,label_created,2026-07-18 04:00:00
EVT-000506,ORDER-00359,fedex,272115816870,2026-07-18,in_transit,2026-07-18 08:00:00
EVT-000507,ORDER-00360,fedex,370245779821,2026-08-11,label_created,2026-08-11 03:00:00
EVT-000508,ORDER-00360,dhl,012644751634,2026-08-11,in_transit,2026-08-11 11:00:00
EVT-000509,ORDER-00361,usps,538785904911,2026-08-16,label_created,2026-08-16 00:00:00
EVT-000510,ORDER-00362,dhl,731973716311,2026-07-14,label_created,2026-07-14 04:00:00
EVT-000511,ORDER-00365,dhl,235253228123,2026-06-10,label_created,2026-06-10 03:00:00
EVT-000512,ORDER-00365,fedex,543378286018,2026-06-10,in_transit,2026-06-10 10:00:00
EVT-000513,ORDER-00365,usps,935222769484,2026-06-10,out_for_delivery,2026-06-10 17:00:00
EVT-000514,ORDER-00366,fedex,143197714490,2026-08-03,label_created,2026-08-03 04:00:00
EVT-000515,ORDER-00366,ups,524178086261,2026-08-03,in_transit,2026-08-03 09:00:00
EVT-000516,ORDER-00367,usps,205174824999,2026-06-08,label_created,2026-06-08 03:00:00
EVT-000517,ORDER-00367,fedex,863703252736,2026-06-08,in_transit,2026-06-08 11:00:00
EVT-000518,ORDER-00367,ups,046376615612,2026-06-08,out_for_delivery,2026-06-08 12:00:00
EVT-000519,ORDER-00368,fedex,974447408586,2026-06-22,label_created,2026-06-22 03:00:00
EVT-000520,ORDER-00369,fedex,244713372315,2026-08-18,label_created,2026-08-18 02:00:00
EVT-000521,ORDER-00369,fedex,523837018614,2026-08-18,in_transit,2026-08-18 07:00:00
EVT-000522,ORDER-00370,ups,057815216463,2026-08-22,label_created,2026-08-22 03:00:00
EVT-000523,ORDER-00371,usps,918846601887,2026-06-03,label_created,2026-06-03 02:00:00
EVT-000524,ORDER-00372,fedex,693165347437,2026-06-03,label_created,2026-06-03 00:00:00
EVT-000525,ORDER-00372,usps,906771389995,2026-06-03,in_transit,2026-06-03 07:00:00
EVT-000526,ORDER-00373,usps,472626858898,2026-06-18,label_created,2026-06-18 02:00:00
EVT-000527,ORDER-00374,dhl,374872272486,2026-06-26,label_created,2026-06-26 01:00:00
EVT-000528,ORDER-00374,dhl,707789455781,2026-06-26,in_transit,2026-06-26 10:00:00
EVT-000529,ORDER-00376,fedex,441078752815,2026-07-11,label_created,2026-07-11 01:00:00
EVT-000530,ORDER-00376,ups,760029742970,2026-07-11,in_transit,2026-07-11 06:00:00
EVT-000531,ORDER-00377,usps,918719101176,2026-09-13,label_created,2026-09-13 05:00:00
EVT-000532,ORDER-00377,usps,652266689408,2026-09-13,in_transit,2026-09-13 07:00:00
EVT-000533,ORDER-00378,dhl,566286661266,2026-06-27,label_created,2026-06-27 04:00:00
EVT-000534,ORDER-00378,usps,345881085878,2026-06-27,in_transit,2026-06-27 11:00:00
EVT-000535,ORDER-00379,ups,598806571034,2026-07-17,label_created,2026-07-17 05:00:00
EVT-000536,ORDER-00381,dhl,917512582655,2026-05-31,label_created,2026-05-31 02:00:00
EVT-000537,ORDER-00381,ups,031212930787,2026-05-31,in_transit,2026-05-31 08:00:00
EVT-000538,ORDER-00382,dhl,548617001404,2026-06-13,label_created,2026-06-13 01:00:00
EVT-000539,ORDER-00382,dhl,390779349512,2026-06-13,in_transit,2026-06-13 10:00:00
EVT-000540,ORDER-00384,ups,684748957373,2026-06-13,label_created,2026-06-13 01:00:00
EVT-000541,ORDER-00384,ups,363671237764,2026-06-13,in_transit,2026-06-13 11:00:00
EVT-000542,ORDER-00384,usps,144941946973,2026-06-13,out_for_delivery,2026-06-13 17:00:00
EVT-000543,ORDER-00385,ups,427181554649,2026-06-13,label_created,2026-06-13 02:00:00
EVT-000544,ORDER-00385,ups,785882495220,2026-06-13,in_transit,2026-06-13 08:00:00
EVT-000545,ORDER-00385,usps,287855101373,2026-06-13,out_for_delivery,2026-06-13 12:00:00
EVT-000546,ORDER-00386,dhl,407469464973,2026-09-14,label_created,2026-09-14 01:00:00
EVT-000547,ORDER-00386,usps,410753617419,2026-09-14,in_transit,2026-09-14 07:00:00
EVT-000548,ORDER-00389,fedex,390160744005,2026-08-07,label_created,2026-08-07 05:00:00
EVT-000549,ORDER-00390,dhl,183041870974,2026-07-07,label_created,2026-07-07 02:00:00
EVT-000550,ORDER-00391,dhl,147127297258,2026-09-11,label_created,2026-09-11 01:00:00
EVT-000551,ORDER-00391,ups,799689341272,2026-09-11,in_transit,2026-09-11 06:00:00
EVT-000552,ORDER-00391,usps,104883620143,2026-09-11,out_for_delivery,2026-09-11 13:00:00
EVT-000553,ORDER-00393,dhl,873054068558,2026-06-01,label_created,2026-06-01 01:00:00
EVT-000554,ORDER-00393,dhl,451289989379,2026-06-01,in_transit,2026-06-01 10:00:00
EVT-000555,ORDER-00393,usps,454616415915,2026-06-01,out_for_delivery,2026-06-01 16:00:00
EVT-000556,ORDER-00394,ups,527673664760,2026-09-20,label_created,2026-09-20 01:00:00
EVT-000557,ORDER-00394,dhl,580579423805,2026-09-20,in_transit,2026-09-20 07:00:00
EVT-000558,ORDER-00394,ups,298349815558,2026-09-20,out_for_delivery,2026-09-20 16:00:00
EVT-000559,ORDER-00395,dhl,070826217372,2026-06-07,label_created,2026-06-07 03:00:00
EVT-000560,ORDER-00398,fedex,071255066584,2026-08-09,label_created,2026-08-09 00:00:00
EVT-000561,ORDER-00399,ups,053242046377,2026-07-09,label_created,2026-07-09 05:00:00
EVT-000562,ORDER-00399,ups,965435817441,2026-07-09,in_transit,2026-07-09 07:00:00
EVT-000563,ORDER-00400,dhl,013149838276,2026-06-13,label_created,2026-06-13 03:00:00
EVT-000564,ORDER-00400,ups,315759581933,2026-06-13,in_transit,2026-06-13 06:00:00
EVT-000565,ORDER-00401,usps,544206791137,2026-09-22,label_created,2026-09-22 02:00:00
EVT-000566,ORDER-00401,fedex,654746980309,2026-09-22,in_transit,2026-09-22 06:00:00
EVT-000567,ORDER-00401,dhl,691170895446,2026-09-22,out_for_delivery,2026-09-22 12:00:00
EVT-000568,ORDER-00402,usps,925542798956,2026-06-13,label_created,2026-06-13 02:00:00
EVT-000569,ORDER-00402,fedex,289495676869,2026-06-13,in_transit,2026-06-13 11:00:00
EVT-000570,ORDER-00402,usps,428404559534,2026-06-13,out_for_delivery,2026-06-13 14:00:00
EVT-000571,ORDER-00403,dhl,120310663158,2026-09-09,label_created,2026-09-09 01:00:00
EVT-000572,ORDER-00403,fedex,090736735710,2026-09-09,in_transit,2026-09-09 08:00:00
EVT-000573,ORDER-00404,dhl,305008305091,2026-07-02,label_created,2026-07-02 04:00:00
EVT-000574,ORDER-00404,ups,702862224630,2026-07-02,in_transit,2026-07-02 07:00:00
EVT-000575,ORDER-00406,ups,604223895358,2026-07-20,label_created,2026-07-20 03:00:00
